region,crop,pmp_diagonal
ES240000,RYEM,6.599706752896642
ES240000,BARL,0.4717883908682176
ES240000,OATS,7.167513836291134
ES240000,MAIZ,2.652629730028687
ES240000,OCER,209.3609052548594
ES240000,RAPE,3.402882990384799
ES240000,SUNF,0.274261739809489
ES240000,PULS,0.02416301242758857
ES240000,POTA,155.4308146128889
ES240000,MAIF,128.0023810400638
ES240000,OFAR,0.01940573612268186
ES240000,OSET,1.0
ES240000,VSET,412.2252262635955
ES240000,FALL,1.665867743145599
ES300000,SWHE,6.793408380286064
ES300000,BARL,5.013018481863928
ES300000,OATS,21.92619647121811
ES300000,MAIZ,0.0889517046513278
ES300000,SUNF,0.04770402535488905
ES300000,PULS,5.157917631853707
ES300000,POTA,1028.254026849608
ES300000,OFAR,0.01249321717320014
ES300000,OSET,1.0
ES300000,VSET,1.0
ES300000,FALL,4.532975234259884
ES410000,SWHE,1.352512408163226
ES410000,DWHE,28.31615953348616
ES410000,RYEM,1.063034113828373
ES410000,BARL,0.02954655477027591
ES410000,OATS,0.7856213148830944
ES410000,MAIZ,0.3878162888780861
ES410000,OCER,20.94249616427683
ES410000,SUNF,0.000756879451164281
ES410000,PULS,0.02214745313478807
ES410000,POTA,198.3006684373348
ES410000,SUGB,13.04855916140428
ES410000,MAIF,102.8226880901089
ES410000,OFAR,0.02559696811727771
ES410000,OSET,1.0
ES410000,VSET,168.90979757165
ES410000,FALL,46.81189024667002
ES420000,SWHE,0.5208265237222569
ES420000,DWHE,8.490227444148005
ES420000,RYEM,1.912360250826323
ES420000,BARL,0.1665378851509276
ES420000,OATS,0.3201663384780017
ES420000,MAIZ,0.5261105236395069
ES420000,OCER,70.168142690097
ES420000,RAPE,1.268402098962051
ES420000,SUNF,0.01391163631037076
ES420000,PULS,0.005414024922533002
ES420000,POTA,77.37031944412786
ES420000,SUGB,91.2139748964084
ES420000,MAIF,184.4574689069901
ES420000,OFAR,0.03937513613798629
ES420000,OSET,1.0
ES420000,VSET,339.4496334193892
ES420000,FALL,5.22477207323979
ES430000,SWHE,1.439861835336437
ES430000,DWHE,3.18700685932986
ES430000,RYEM,15.07964380472706
ES430000,BARL,0.9997580964031864
ES430000,OATS,0.3714473032902342
ES430000,MAIZ,3.475967506952364
ES430000,OCER,17.827659253748
ES430000,RAPE,1.320452873985583
ES430000,SUNF,0.08829608760176412
ES430000,SOYA,12.6897318312402
ES430000,PULS,0.0216553071160252
ES430000,POTA,81.79212249153166
ES430000,SUGB,93.33856788616635
ES430000,OFAR,0.001038821632055845
ES430000,OSET,1.0
ES430000,VSET,378.0617347501911
